text,label
"The applicant, who is the subject of a Vexatious Litigant Order, applies for leave to file a Notice of Appeal and, if leave is granted, for a stay of certain portions of two Orders pronounced on December 21, 2009 and January 5, 2010. The two orders arise in proceedings instituted by the applicant following the seizure by the respondent of some animals in the applicant’s possession. Amongst other things, the December 21 order establishes a procedure for adoption out by the respondent of some of the seized animals. It provides that if any of the animals are adopted out under the procedure, the adoption is without prejudice and without admission of liability by either the applicant or the respondent. The January 5 order provides that after 5:00 p.m. on January 12, 2010 the respondent may adopt out any of the remaining animals and that the adoption out of any animals will be without prejudice to any future claims for damages and costs. In essence, the applicant wishes to appeal these adoption out provisions and to have them stayed pending the hearing of the appeal.",facts
In the Court of Appeal of Alberta,court
 Connell v. Connell,dec_name
Appearances: L.J. Tymchuk for the Respondent (Plaintiff) J.A. Galarneau for the Applicant (Defendant),counsel
The Court: The Honourable Mr. Justice Ronald Berger The Honourable Madam Justice Patricia Rowbotham The Honourable Mr. Justice R. Paul Belzil,judge
"In the result, the application for leave to appeal is dismissed. The appeal is not properly before the Court and, accordingly, is struck.",outcome
"Rule 505(4) reads as follows: “Where the matter in controversy in the appeal can be estimated in money and does not exceed the sum of $25,000 exclusive of costs, no appeal lies without the leave of the court or a judge thereof.” Counsel for the Applicant acknowledges that in late December she received notice from the Registry of the foregoing requirement. No application for leave was brought. The Applicant now seeks leave before this panel scheduled to hear the appeal without having given notice to the Respondent. Counsel for the Respondent resists the application.",facts
Court of Queen’s Bench of Alberta,court
" Tomich (Estate), 2010 ABQB 63",dec_name
"Appearances: Barbara J. Stratton Heather D. Andre (Bennett Jones LLP) for the Applicant, Mary Koma Rod Dal Collo (Johnson McClelland Murdoch, Hinton) for the Respondents, Nickolas Fred Tomich and Lana Lee Koma, a.k.a. Lana Lee Tomich",counsel
Honourable Mr. Justice R. Paul Belzil,judge
"The Applicant is granted leave to proceed with the application against the undistributed portion of the estate only, notwithstanding that it was filed more than six months following the Grant of Probate. The deceased made adequate provision for the maintenance and support of the Applicant; therefore, the application is dismissed. Costs may be spoken to.",outcome
"The Applicant seeks a declaration that she is a dependant within the meaning of the Dependant’s Relief Act and that the deceased failed to make adequate provision for her maintenance and support. She also seeks an order extending the time for filing of the application, and directing that the entire estate, or a portion of same, be transferred to her. Part 2. Facts The Applicant, Mary Koma lived with William Tomich for 26 years. They never married. Tomich died on July 30, 2008. At the time of death, the parties resided in a house located at Brule, Alberta. Title to the residence, which is free and clear of all encumbrances, was in the name of the deceased only. Shortly before his death, the deceased purchased a new vehicle for the Applicant. The deceased, who is divorced, executed a Will on October 18, 2007. He also executed a Codicil on May 30, 2008, under which he gave the Applicant a life estate in the Brule property, a one-half interest in it if she voluntarily moved, together with a one-third interest in the residue. The Brule property is valued at $380,000. He was divorced from their mother. The other beneficiaries are his two adult children who are named as personal representatives. The Respondents admit that the Applicant is a dependant within the meaning of the Dependants Relief Act, R.S.A. 2000, c. D-10.5, (Act) and that she was his adult interdependent partner by virtue of the Adult Interdependent Relationships Act, Statutes of Alberta, 2002, c. A- 4.5. Following the death of Tomich, the full amount of his pension was transferred to the Applicant, such that she receives $865.49 per month, her own pension of $491.42 a month, together with Old Age Pension and CPP of $1,172.97 per month, for a total of $2,539.88 per month. Pursuant to the Surrogate Rules, the Applicant, on January 5, 2009, received a Notice to The Adult Interdependent Partner of the deceased, advising that she could claim against the estate if she felt that the will did not make adequate provision for her maintenance and support.",facts
Court of Queen’s Bench of Alberta,court
" J.P. v. J.A.P., 2010 ABQB 53",dec_name
"Appearances: Mr. Barry W. Hamilton, Q.C. (Gerig Hamilton Neeland) for the Petitioner (Respondent) Ms. P. formerly J.P. Mr. Colin Kloot (Ross, Todd & Company) for the Respondent (Applicant) Mr. P.",counsel
Honourable Mr. Justice D.R.G. Thomas,judge
"(1) Responsibilities for post-secondary costs for A.P. and K.P. - The applications are dismissed with a right to either party to reapply in the event of a change of circumstances. (2) Retroactive child support for A.P. and K.P. - The claim for the period October 29, 2003 to June 30, 2009 is allowed and the amount of $23,500.00 is declared to be the amount of retroactive child support owing by Mr. P. to Ms. P. The question of the amount to be paid to retire these arrears is reserved. (3) Claim for an accounting for orthodontic costs -The parties shall exchange information in respect to expenses incurred and benefits received for orthodontic costs. All such information shall be compiled and exchanged by February 28, 2010. Any necessary adjustments shall be 2010 ABQB 53 (CanLII) Page: 11 made promptly thereafter and if any amount remains owing by one party to another, that amount shall be paid immediately. (4) Claim for adjustment of s. 7 expenses - The claim for an adjustment to other s. 7 expenses is dismissed. (5) Ongoing exchange of financial information - There shall be an exchange of annual income information based on income tax notices of assessment to be delivered by the parties to each other by June 30, 2010 and on each anniversary date thereafter. (5) Costs - On balance Ms. P. has been more successful than Mr. P. and I award her costs in the amount of $1,000.00 which shall be payable immediately.",outcome
The main issue on these applications involves a claim for retroactive child support made by the Petitioner (Respondent) now known as J.P. (“Ms. P.”). Her claim for retroactive child support arose in response to an application initially made by the Respondent (Applicant) (“Mr. P.”) to vary or terminate child support. Relief in the nature of an accounting and adjustment for overpaid dental and s. 7 expenses have also been requested by Mr. P.,facts
Court of Queen’s Bench of Alberta,court
" United Nurses of Alberta, Local 1 v. Calgary Health Region (Peter Lougheed Centre), 2010 ABQB 64",dec_name
"Appearances: Ritu Khullar of Chivers Carpenter for the Applicant William J. Armstrong, Q.C. of Armstrong Management Lawyers for the Respondent",counsel
Honourable Mr. Justice L.D. Wilkins,judge
"To interpret that an hour of overtime worked by an employee on a Named Holiday, is to be compensated only on the same basis as an hour of overtime on any other day, is simply not within the range of possible acceptable outcomes which are defensible in respect of these agreement terms.There was argument advanced before this court and the Arbitrator as to the effect upon rates of pay to an employee arising from this interpretation of the collective agreement. To avoid any prospect of further argument or confusion resulting from the conclusion of this court, the following examples set out the rates payable to an employee for each hour of overtime worked by that employee on a Named Holiday: - Section 18.03(a) Named Holiday - Basic Rate of Pay (BRP), plus overtime premium (1 BRP), plus Named Holiday premium (1 half BRP) equals 2 ½ BRP. - Section 18.03(b) Named Holiday - Basic Rate of Pay (BRP), plus overtime premium (1 BRP) plus Named Holiday premium (1 BRP) equals 3 BRP.The application of the Nurses for judicial review of the decision of Arbitrator Jones is allowed. The decision of the Arbitrator must be quashed. The Nurses will be entitled to costs of this application.",outcome
"The United Nurses of Alberta, Local 1 (the Nurses) sought arbitration of the terms of a collective agreement entered into with Calgary Health Region (Peter Lougheed Centre)(Calgary Health). 2010 ABQB 64 (CanLII) The Arbitrator ruled in favour of the interpretation advocated by Calgary Health. The Nurses seek a judicial review by this Court of that decision.",facts
Court of Queen=s Bench of Alberta,court
" Security Bancorp Inc. v. Faria, 2010 ABQB 61",dec_name
Appearances: Glen Hickerson for the Plaintiff Joanne E. Heming for the Defendants,counsel
Honourable Madam Justice C.L. Kenny,judge
I am satisfied that significant costs will serve to punish appropriately. In setting the costs I do not take into consideration the fact that the Applicant=s summary judgment motion was dismissed. The test for summary judgment is high and the fact that the application was not granted has nothing to do with the conduct for which Mr. Faria was found in contempt.,outcome
"I issued Reasons for Judgment on the matter of contempt on July 31, 2009 Security Bancorp Inc. v. Faria, 2009 ABQB 469. I left it open at that time for the parties to provide me with further argument on the issue of penalty for contempt. I have now received those written submissions. 2010 ABQB 61 (CanLII) The Plaintiff submits that the appropriate sanction for the contempt finding is to strike the pleadings of David Faria and David Faria operating as David Faria Services. The Plaintiff also seeks solicitor and client costs as against those defendants. The Defendant submits that an award of taxable costs pursuant to Schedule C is appropriate. They submit that any cost award should take into account the fact that the Plaintiff=s application for summary judgment was dismissed.",facts
Court of Queen’s Bench of Alberta,court
" Taubner Estate (Re), 2010 ABQB 60",dec_name
"Appearances: Ben A. Guido & Terryl J. Rostad Odishaw & Guido for Heather MacDonald Gregory A. Harding, Q.C. Field LLP for Eric Taubner Robert M. Curtis, Q.C. & Bryon D. Baltimore McCuaig Desrochers LLP for Robert Taubner",counsel
Honourable Mr. Justice Robert A. Graesser,judge
"I found that while improper delegation by an attorney might make the attorney liable for any negligence or misconduct of the delegate, Mr. Gardiner was not Eric’s employee, agent, contractor or delegate. As such, any concept of vicarious liability was inapplicable. It was unnecessary to determine whether Mr. Gardiner was negligent. I found, however, that this was a fit and proper case to apply s. 41 of the Trustee Act and to excuse Eric from any personal liability arising out of breaches of duty in connection with the share sale.",outcome
"Heather MacDonald has sued her uncles Eric Taubner and Robert Taubner arising out of the sale of her grandfather’s shares in Alco Gas and Oil Production Equipment Ltd. to Robert Taubner. At the time of sale, Eric Taubner held an enduring power of attorney from his father, who had become incapable of managing his affairs some 6 months before the agreement to sell the shares was made. This case raises issues concerning the duties and standard of care owed by an attorney acting under a power of attorney and the liability of an attorney to beneficiaries of the donor's estate. It also raises issues about unjust enrichment and unconscionable transactions.",facts
Court of Queen’s Bench of Alberta,court
" Coghill v. Michalko, 2010 ABQB 59",dec_name
"Appearances: Marie Gordon, Q.C. Gordon Zwaenepoel for the Applicant Terrance A. Cooper, Q.C. Campbell & Cooper for the Respondent",counsel
Honourable Mr. Justice R.P. Marceau,judge
"The spousal support payments have been based upon the parties' present financial positions and upon the present costs of living. In my view, the Edmonton cost of living falls somewhere between the cost of living for Wetaskiwin and Fort McMurray. If there is any change, either upward or downward in the City of Edmonton cost of living as reflected in the Consumer Price Index as published by Statistics Canada which exceeds ten (10%) percent, a corresponding adjustment by way of increase or reduction shall be made in the spousal support payments. The base year is 2009 and such increased or decreased payment will commence on the 1st day of July in the year following the year that the 10% increase or decrease from the base year has occurred. I order ongoing spousal support for an indefinite period. Ms. Coghill has also received an interest in Mr. Michalko’s pension. One assumes that there may be a material change in circumstances when Mr. Michalko retires, but I will leave it to the parties to apply at that point in time for such variation of the order as they may deem necessary.",outcome
"Two matters between these parties have been consolidated for trial. By a Statement of Claim the Plaintiff, Ms. Coghill, seeks the imposition of a constructive trust arising out of the parties’ 28 year cohabitation resulting in an equal sharing of all assets acquired by the parties individually and jointly to the date of trial. In a separate application, Ms. Coghill seeks support as a one time interdependent partner of the Respondent, Mr. Michalko.",facts
Court of Queen’s Bench of Alberta,court
" Singh v. Gill, 2010 ABQB 58",dec_name
Appearances: Greg Miller Hanson Associates for the Plaintiff Colin Neal Dean Duckett Carlson for the Defendants,counsel
"J.T. Prowse, Master in Chambers",judge
"It is now more than two years after the date of the accident. Does the proposed alternative claim against the alleged driver J. Gill (that he is the owner of the vehicle) “change the capacity” in which J. Gill is sued? In my view it does not. A “change of capacity” refers to whether a defendant is sued in his personal capacity or sued in a representative capacity: see Crane v. Brentridge Ford Sales Ltd., 2008 CarswellAlta 805, 2008 ABCA 216, 437 A.R. 160 (C.A.) at paragraphs 11 and 12. As a result, Singh does not need to meet the more stringent requirements of Section 6(4) of the Limitations Act which apply when a plaintiff wishes to change the capacity in which it sues a defendant. Instead, Singh merely needs to meet the requirement of Section 6(2) of the Limitations Act by showing that the proposed added claim against J. Gill is related to the conduct, transaction or events described in the existing pleadings against J. Gill. Clearly that requirement has been met. Consequently I also allow Singh’s application to add the alternative claim that J. Gill was the owner of the other vehicle.",outcome
"The Plaintiff Franklin Singh (“Singh”) was injured on January 11, 2007 when his automobile was in collision with another automobile. Singh issued a Statement of Claim on July 8, 2008 alleging that the other automobile was negligently driven by Jaskaranjit Singh Gill (“J. Gill”), and that the owner of the other vehicle was Pawanjeet Kaur Gill (“P. Gill”), who was vicariously liable for the negligence of J. Gill. 2010 ABQB 58 (CanLII) Singh now applies to amend the Statement of Claim in two respects: (i) adding a new defendant, Balkaranjit Gill (“B. Gill”), with the alternative allegation that B. Gill (as opposed to J. Gill) was the driver of the vehicle. (ii) adding to the existing claim against J. Gill (who to this point is named only as driver of the vehicle) an alternative claim that J. Gill was the owner of the vehicle.",facts
Court of Queen’s Bench of Alberta,court
" Elgert v. Home Hardware Stores Limited, 2010 ABQB 57",dec_name
"Appearances: Dawn Pentelechuk, Q.C. Cleall LLP for the Plaintiff David D. Risling and Stephanie Matchett McLennan Ross LLP for the Defendants",counsel
Honourable Mr. Justice Donald Lee,judge
"Regrettably these events date back almost eight years, and the Defendants have already been granted one adjournment of this a year ago. A further adjournment to allow for examination in this area and a proper rebuttal opinion is untenable. However the Defendant’s prior sexual abuse is a relevant issue that can be commented on by the expert Dr. Pugh. The Plaintiff seeks a ruling that Dr. Pugh’s proposed expert testimony is inadmissible at trial with respect to C.B. However Ms. C.B.'s history is relevant or Dr. Pugh would not have referenced it. This will necessitate Ms. C.B. giving evidence in this area. The Plaintiff however is deprived the opportunity of questioning her through the Examination for Discovery process which is prejudicial to the Plaintiff. However the Plaintiff does not wish a postponement of this Trial to examine Ms. C.B. and have her referred for further psychological testing. While I would have allowed an adjournment for these reasons, I cannot otherwise prevent Ms. C.B. or Dr. Pugh from testifying about this incident when Ms. C.B. was 11 years old given that it is otherwise proper evidence to be put to the Jury. As such Ms. C.B. and Dr. Pugh can testify about that matter notwithstanding the confusion between counsel on this point leading up to the trial, which I conclude no one can be blamed for specifically.",outcome
"The Plaintiff seeks to exclude the Expert Report of a psychologist Dr. Pugh with respect to the Defendant C.B., or to restrict his oral evidence at trial. 2010 ABQB 57 (CanLII) Page: 2 The Plaintiff Mr. Elgert has commenced an action against C.B. and D.S. for defamation. He has also sued Home Hardware for defamation and wrongful dismissal. This action arising out of the termination of Mr. Elgert’s employment from Home Hardware is being heard by a Civil Jury. I have recently granted the Defendant Home Hardward their non-suit application with respect to the Plaintiff’s defamation claim. The Report of Dr. Pugh was provided to Plaintiff’s counsel on June 1, 2009, approximately seven months prior to trial, Dr. Pugh’s notes were requested and provided in July 2009. The 218.1 Statement of Dr. Pugh was served in advance of the time required by the Rules of Court. The Report of Dr. Pugh included opinion evidence proposed by the Defendants to assist the Jury. Dr. Pugh opines that it is not unusual for woman who are sexually harassed to delay or resist reporting. In addition, Dr. Pugh interviewed and performed psychological testing on Ms. C.B. Dr. Pugh provides opinions as a result of his assessment.",facts
Court of Queen’s Bench of Alberta,court
" R. v. Hnetka, 2010 ABQB 56",dec_name
"Appearances: Timothy E. Foster for the Appellant Shirley Jackson, Q.C. and Matthew L. Hinshaw for the Crown Respondent",counsel
Honourable Madam Justice B.E. Romaine,judge
"Mr. Hnetka’s submissions on unreasonable verdict are rooted in the same objection with respect to Constable Kenny’s credibility as formed the basis for submissions on the issue of misapprehension of evidence, and fail for the same reasons noted under that ground of appeal. After reviewing the whole of the evidence, I cannot find that the trial judge’s conclusion on either the section 253(b) conviction or the section 253(a) finding of guilt were unreasonable, nor can I find that another trier of fact could not have reached the same verdict. This ground of appeal is dismissed. Conclusion The appeal is dismissed and the conviction upheld.",outcome
"Mark E.G. Hnetka appeals his conviction for unlawfully operating a motor vehicle having consumed alcohol in such a quantity that the concentration in his blood exceeded the legal limit, contrary to section 253(b) of the Criminal Code of Canada and a finding of guilt under section 253 (a) of the Criminal Code on the grounds that:",facts
Court of Queen’s Bench of Alberta,court
" R. v. Lalonde, 2010 ABQB 54",dec_name
"Appearances: Lawrence Van Dyke Crown Prosecutors’ Office for the Crown Charles B. Davison Abbey Hunter Davison for the Accused, Rochelle Lalonde Kent J. Teskey Royal Teskey for the Accused, Aaron Reginald Mathias",counsel
Honourable Madam Justice J.E. Topolniski,judge
"Ms. Lalonde has conceded that her first statement is admissible, implicitly agreeing that it was voluntary. In terms of the second statement, she raised only the s. 10(b) concern. I have had the opportunity to review the recording of the second interview and am satisfied that her statement, in fact, was made voluntarily. There were no threats or promises, oppression, or police trickery. Ms. Lalonde was treated fairly throughout the interview. She appeared to have been sober, and although she was upset at times, there is nothing to suggest that she was under any physical or emotional burden that would have caused her to cease to have an operating mind. The evidence establishes beyond a reasonable doubt that Ms. Lalonde's statement was made freely, voluntarily and was the product of an operating mind.",outcome
"Aaron Mathias and Rochelle Lalonde are charged with the second degree murder of Debbie Elly-Smith, who was also known as Alabama. The issue in this voir dire is the 2010 ABQB 54 (CanLII) Page: 2 admissibility of statements given by Mr. Mathias and Ms. Lalonde to Detective Draganiuk of the Edmonton Police Service (“EPS”). The Crown seeks to establish the voluntariness of the statements while the Accused seek their exclusion. Mr. Mathias alleges a s. 10(b) Charter breach, contending that the failure to advise him of his right to immediately consult with counsel and of the availability of free legal services and duty counsel warrants the exclusion of his statement. Also, Mr. Mathias disputes the voluntariness of his statement of April 6, 2008, asserting that he was offered inducements in the form of eligibility for the witness protection program and becoming Det. Draganiuk's “star witness.” He maintains that the voluntariness of his statement was further affected by Det. Draganiuk persuading him to provide a KGB statement even though the detective was uncertain at the time whether Mr. Mathias was a witness or a suspect.  Ms. Lalonde gave two statements. She asks that the second statement, made April 8, 2008, be excluded as a remedy for what she alleges was a breach of her s. 10(b) Charter rights when the police failed to accommodate her request to consult with counsel a second time. She does not dispute that the first statement, made January 26, 2007, is admissible. Neither Mr. Mathias nor Ms. Lalonde gave evidence at the voir dire.",facts
COURT OF APPEAL FOR BRITISH COLUMBIA,court
" R. v. Dalen, 2010 BCCA 30",dec_name
"Counsel for the Appellant: J. Bahen, Q.C. Counsel for the Respondent: F. Tischler",counsel
The Honourable Chief Justice Finch The Honourable Mr. Justice Hall The Honourable Mr. Justice Chiasson,judge
"With respect to the judge’s answers to the jury’s questions, counsel for the appellant did not point to anything that the judge said, or that he failed to say, in answering the questions that might have left the jury confused or uncertain, or that was objectionable or incomplete. There is nothing on the record to suggest the jury was confused. The judge specifically left open the opportunity for the jury to ask further questions if necessary. No further question was asked. Counsel were fully consulted before the judge answered the jury’s questions, and no objection was taken after the answers were given. I would not give effect to this ground of appeal. I would dismiss the appeal.",outcome
"The appellant, Ryan Dalen, appeals from his conviction in the Supreme Court of British Columbia on 2 March 2008 following his trial by judge and jury on one count of attempting to obstruct the course of justice, between 9 and 12 August 2005. The jury could not reach a verdict on two counts of uttering threats on 10 August 2005, and the Crown entered a stay of proceedings on those two counts. The jury found the appellant not guilty on an amended Count 4, “[Using] an imitation firearm while committing or attempting to commit the indictable offence of obstructing justice”, on or about 10 August 2005. The main issue at trial was the appellant’s identity as one of three young men who entered the home of two brothers, Mandave and Balkar Heer on 10 August 2005, and by threats and intimidation attempted to persuade the brothers to make Balkar’s friend, Mitul Devia, change his evidence in the pending trial of the appellant’s father, Roy Dalen, from what Devia had said in a statement to police.",facts
COURT OF APPEAL FOR BRITISH COLUMBIA,court
" The Owners, Strata Plan LMS3259 v. Sze Hang Holding Inc., 2010 BCCA 80",dec_name
Counsel for the Appellant: R.P. Hamilton Counsel for the Respondent: P.G. Mendes,counsel
The Honourable Mr. Justice K. Smith,judge
"In all of the circumstances, I am not satisfied that the applicant respondent has made out a case for security for the costs of the trial judgment and the trial costs. I would not grant that application. There has been mixed success here and, in view of that fact, I would not make any order for costs on this application.",outcome
"The respondent applies for three things. First, they ask me to order, as a condition of the appellants’ being able to pursue this appeal, that the appellants first pay judgments extant against them in other proceedings in the trial court and in another appeal on the basis that those judgments are related to the matters in issue in this appeal. The relationship is said to arise out of the facts that they involve, at least to some extent, the same parties, the appellants being the same parties all proceedings, the respondent being either a party or represented by parties in the other proceedings, and that they all arise out of a dispute that has been ongoing between the appellants and the Strata corporation in which the appellants own two units. Remarkably, the dispute between these parties has been going on for many years and has generated, if I am not mistaken, seven lawsuits, at least one of which has gone to appeal other than this one.",facts
COURT OF APPEAL FOR BRITISH COLUMBIA,court
" Ashton Mining of Canada Inc. v. Vesuna, 2010 BCCA 79",dec_name
Appellant appearing In Person: Counsel for the Respondent: C.A.B. Ferris,counsel
The Honourable Mr. Justice K. Smith,judge
"Mr. Vesuna has challenged specific items in the bill of costs on the basis that they were excessive in all of the circumstances. It is the Registrar’s responsibility to determine whether a bill of costs is a reasonable bill of costs. In this case, theRegistrar made that determination. I am not in a position today to say that the Registrar made any error in principle or that the Registrar was clearly wrong. I do not know what evidence was before the Registrar and Mr. Vesuna has not presented any evidence in respect of these items, apart from his oral assertions, that would support his objections. I am therefore unable to accede to Mr. Vesuna’s submission that the Registrar’s decision should be varied and I reject that aspect of his application, as well. In the result, Mr. Vesuna’s applications are dismissed.",outcome
"Mr. Vesuna says that, while he was out of Canada from about June 8, 2008 until the end of November 2008, none of his mail was forwarded to him during his travels and that he did not see any of the materials sent to him by the respondent and did not learn of the certificate of costs until December 2008. He says on February 9, 2009 he filed an application for leave to appeal this Court’s judgment and the award of costs to the Supreme Court of Canada. That application for leave was refused in July 2009. As noted, the Rules provide for a review of an assessment within seven days of the assessment. Thus, the time limit for Mr. Vesuna’s application was August 14, 2008. He filed his motion December 31, 2009, more than a year and four months out of time. Although it is a fair inference from what Mr. Vesuna has told me that he formed an intention to appeal the assessment when he learned of it, it does not appear that he notified the respondent of this intention until the past week or so. The circumstances do not warrant an extension of time. Nevertheless, I will deal with Mr. Vesuna’s submissions.",facts
COURT OF APPEAL FOR BRITISH COLUMBIA,court
" R. v. Smith, 2010 BCCA 35",dec_name
Counsel for the Appellant: R. Fowler Counsel for the Respondent: O. Kuzma,counsel
The Honourable Madam Justice Rowles The Honourable Madam Justice Kirkpatrick The Honourable Madam Justice Neilson,judge
"I am satisfied that the cumulative effect of the errors and omissions in the charge to the jury related to Dr. Rice’s evidence unfairly demeaned her opinions on the pivotal issues of whether more than one weapon was used in assaulting Mr. Melanson, and whether the appellant struck the fatal blow to his neck. I would therefore allow the appeal, set aside his conviction, and order a new trial.",outcome
"The appellant appeals his conviction for second degree murder on March 22, 2006, following a trial with his co-accused, Cameron Miller, before a judge and jury. The jury found Mr. Miller, who was also charged with second degree murder, guilty of manslaughter. The charges arose from an altercation between the appellant, Mr. Miller, and the victim, Brent Melanson, on March 30, 2004, in which the appellant admitted using a machete. In the course of the altercation Mr. Melanson suffered six wounds one of which, an injury to the right side of his neck, was fatal. At trial, a central issue was whether the appellant inflicted the fatal wound with his machete, or whether it was caused by a knife wielded by Mr. Miller. There was no direct evidence that Mr. Miller had a knife.",facts
COURT OF APPEAL FOR BRITISH COLUMBIA,court
" R. v. P.M.V., 2010 BCCA 34",dec_name
"Counsel for the Appellant: J. DeWitt-Van Oosten Counsel for the Respondent: M. McKimm, Q.C.",counsel
The Honourable Chief Justice Finch The Honourable Mr. Justice Hall The Honourable Mr. Justice Chiasson,judge
It was pointed out to us at the time of argument that the probation order imposed by the sentencing judge had a deficiency in that it had not been provided in the order that the respondent was required to report to a probation officer forthwith after his release and to be under the direction of a probation officer for the duration of the order. I would add these terms to the probation order. The appeal should be allowed in the terms indicated.,outcome
"This is a Crown appeal from the sentences imposed on the respondent by a Supreme Court judge on October 8, 2009. The respondent pleaded guilty to three charges: making child pornography of a five-year-old, A.B., between February 26, 2006 and December 9, 2006; invitation to sexual touching of A.B. in the same time frame; and possession of child pornography on June 1, 2007. Since these offences occurred after certain amendments to the Criminal Code had come into force on November 1, 2005, there exist mandatory minimum terms of imprisonment for these offences. The offence of making child pornography has a minimum term of one year, the offence of possessing child pornography has a minimum term of 45 days, and the offence of invitation to sexual touching involving a child under the age of 14, has a minimum term of 45 days. The judge sentenced the respondent to a term of imprisonment for one year concurrent on each charge followed by a probation order for three years.",facts
COURT OF APPEAL FOR BRITISH COLUMBIA,court
" Westnav Container Services Ltd. v. Freeport Properties Ltd., 2010 BCCA 33",dec_name
"Counsel for the Appellant: M. Andrews, Q.C. S. Coval Counsel for the Respondent: J. Fraser",counsel
The Honourable Madam Justice Saunders The Honourable Madam Justice D. Smith The Honourable Madam Justice Garson,judge
"In my view, given the sequence of events and the basis for my conclusion, neither doing nothing nor sending it back to the arbitrator are appropriate responses, even recognizing the delay and expense that is attendant on my decision. I would allow the appeal and set the award aside.",outcome
"At issue is the jurisdiction of an arbitrator to issue a corrected award. The corrected award confirmed the original decision while deleting portions of the award that discussed an erroneous fact and supplementing the discussion of the basis of the award. The Supreme Court of British Columbia dismissed a petition to quash the award, and that dismissal is appealed to this Court. The arbitration was conducted under the Commercial Arbitration Act, R.S.B.C. 1996, c. 55, to settle the fair market rent for a property leased by the appellant Westnav Container Services Ltd. The property, near the Fraser Surrey Docks, was leased by the owner to the respondent Freeport Properties Ltd., and subleased to Westnav. Westnav exercised a right to renew the sublease in December 2004, extending the lease through January 2019. Disputes arose between Westnav and Freeport and were settled by an agreement remitting the determination of rent, on the basis of fair market value, to arbitration.",facts
COURT OF APPEAL FOR BRITISH COLUMBIA,court
" R. v. B.S.B., 2010 BCCA 40",dec_name
"Counsel for the Appellant: M.D. Sanders Counsel for the (Crown) Respondent: W. Rubin, Q.C.",counsel
The Honourable Madam Justice Saunders The Honourable Madam Justice Neilson The Honourable Mr. Justice Groberman,judge
"The sentencing judge properly found that this was a serious offence, both in terms of its impact on the complainant and the moral culpability of the offender. There was a factual foundation for his concern that the appellant may present a danger to the community. He correctly emphasized the importance of denunciation and deterrence in sentences for such offences. Having considered all of the circumstances, I am not persuaded that the sentence is unfit. I would dismiss the appeal.",outcome
"The appellant appeals his custodial sentence of two years less a day and three years’ probation for sexual assault, imposed by a Supreme Court judge on November 7, 2008. He says that the sentencing judge erred in deciding he was not a suitable candidate to serve the custodial portion of his sentence in the community pursuant to s. 742.1 of the Criminal Code, R.S.C. 1985, c. C-46. The facts underlying the appellant’s conviction were summarized in the reasons for judgment dealing with his conviction appeal, indexed at 2009 BCCA 520:",facts
COURT OF APPEAL FOR BRITISH COLUMBIA,court
" Kerr v. Baranow, 2010 BCCA 32",dec_name
Counsel for the Appellant: S. Label Counsel for the Respondent: A. Petronio,counsel
The Honourable Madam Justice Levine The Honourable Mr. Justice Tysoe The Honourable Madam Justice D. Smith,judge
"In my view, the appellant was substantially successful in the appeal and therefore is entitled to his costs pursuant to s. 23 of the Act. The appellant also seeks an order for costs in the court below. Given the disposition of the appeal, I am not persuaded the appellant can be said to have achieved the same degree of success on the claims before the trial court. While he has succeeded in having the respondent’s trust claims dismissed, the respondent succeeded on her claim for spousal support, which the appellant opposed at trial and which was upheld on appeal. In view of the parties’ divided success on their respective claims advanced at the trial of the action, I would order that each bear their own costs in the court below.",outcome
"The appellant seeks an order for costs of the appeal and, as a result of its disposition, an order for costs in the court below. The action was commenced by the respondent following the break-down of the parties’ long-term common law relationship. The respondent sought a declaration of a resulting trust in real property owned by the appellant, or in the alternative a monetary award for unjust enrichment as a result of her direct and indirect contributions during the relationship. The respondent also sought an award of spousal support. The appellant opposed all of the respondent’s claims and counterclaimed for a monetary award for unjust enrichment, or alternatively a declaration of trust in the assets held by the respondent, as a result of his direct and indirect contributions during the relationship. The trial judge granted the respondent a declaration of resulting trust in a one-third interest in the real property owned by the appellant and awarded her a monetary sum for the value of that interest. He also awarded the respondent indefinite monthly spousal support, retroactive to the date upon which the action was commenced, even though the respondent had not requested retroactive spousal support to that date and had made no application for interim spousal support. The appellant’s counterclaim was not addressed in the entered order from the trial court.",facts
COURT OF APPEAL FOR BRITISH COLUMBIA,court
" R. v. Riach,  2010 BCCA 38",dec_name
"Counsel for the Appellant: P.D. Angly Counsel for the (Crown) Respondent: A. Budlovsky, Q.C.",counsel
The Honourable Chief Justice Finch The Honourable Madam Justice Prowse The Honourable Madam Justice D. Smith,judge
"It is not contended that the eight year sentence for the aggravated assault was unfit. However, the appellant submits, and the Crown agrees, that the eight year sentence should be reduced by 18 months to give credit for the time served in pretrial custody.I would grant leave to appeal and would allow the appeal by reducing the eight year sentence to one of 6 1/2 years.",outcome
